artist,time,title,day,month,station
Kelly Clarkson,6:21 PM,Love So Soft,29,11,star101.3
Imagine Dragons,6:17 PM,It's Time,29,11,star101.3
The Chainsmokers & Coldplay,6:13 PM,Something Just Like This,29,11,star101.3
P!nk,6:09 PM,What About Us,29,11,star101.3
Lady Gaga,6:05 PM,Poker Face,29,11,star101.3
Adele,6:01 PM,Water Under the Bridge,29,11,star101.3
Jason Mraz,5:59 PM,I Won't Give Up,29,11,star101.3
Coldplay,5:58 PM,Yellow,29,11,star101.3
Demi Lovato,5:49 PM,Sorry Not Sorry,29,11,star101.3
Maroon 5,5:45 PM,Sugar,29,11,star101.3
James Arthur,5:42 PM,Say You Won't Let Go,29,11,star101.3
Portugal. The Man,5:39 PM,Feel It Still,29,11,star101.3
P!nk,5:36 PM,Raise Your Glass,29,11,star101.3
Shawn Mendes,5:33 PM,There's Nothing Holdin' Me Back,29,11,star101.3
Kesha,5:19 PM,Praying,29,11,star101.3
OneRepublic,5:15 PM,All The Right Moves,29,11,star101.3
Michelle Branch,5:12 PM,All You Wanted,29,11,star101.3
Maroon 5,5:08 PM,What Lovers Do,29,11,star101.3
Katy Perry,5:05 PM,Firework,29,11,star101.3
X Ambassadors,5:02 PM,Renegades,29,11,star101.3
Alanis Morissette,4:58 PM,You Learn,29,11,star101.3
Max,4:48 PM,Lights Down Low,29,11,star101.3
Justin Timberlake,4:44 PM,Mirrors,29,11,star101.3
Colbie Caillat,4:41 PM,Bubbly,29,11,star101.3
Sam Hunt,4:38 PM,Body Like A Back Road (15 In A 30 Tour Live),29,11,star101.3
Andy Grammer,4:35 PM,Keep Your Head Up,29,11,star101.3
Fun.,4:28 PM,Carry On,29,11,star101.3
Imagine Dragons,4:19 PM,Thunder,29,11,star101.3
Kelly Clarkson,4:15 PM,Stronger (What Doesn't Kill You),29,11,star101.3
Shawn Mendes,4:12 PM,Stitches,29,11,star101.3
P!nk,4:08 PM,What About Us,29,11,star101.3
Train,4:04 PM,"Hey, Soul Sister",29,11,star101.3
MAGIC!,3:44 PM,Rude,29,11,star101.3
P!nk,3:40 PM,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",29,11,star101.3
Ed Sheeran,3:36 PM,Perfect,29,11,star101.3
Maroon 5,3:32 PM,Moves Like Jagger,29,11,star101.3
Jimmy Eat World,3:30 PM,The Middle,29,11,star101.3
Bruno Mars,3:24 PM,Treasure,29,11,star101.3
Sam Smith,3:16 PM,Too Good At Goodbyes,29,11,star101.3
OneRepublic,3:12 PM,Good Life,29,11,star101.3
Charlie Puth,3:09 PM,Attention,29,11,star101.3
Portugal. The Man,3:06 PM,Feel It Still,29,11,star101.3
Gotye,3:03 PM,Somebody That I Used To Know,29,11,star101.3
Justin Bieber,2:59 PM,What Do You Mean?,29,11,star101.3
Ed Sheeran,2:56 PM,Sing,29,11,star101.3
